WikiData ID,Language,Label,Matching SilkNow Item IDs,mapping properties
Q5113,fr,oiseau,751,#BroadMatch
Q5113,en,bird,751,#BroadMatch
Q11034,en,printing,196,NoMatch
Q11181,es,estrella,762,NoMatch
Q14298,en,satin,237,#BroadMatch
Q14298,en,satin,366,#RelatedMatch
Q14298,fr,satin,237,#BroadMatch
Q14298,fr,satin,366,#RelatedMatch
Q14298,es,raso,237,#BroadMatch
Q14298,es,raso,366,#RelatedMatch
Q14298,it,raso,237,#BroadMatch
Q14298,it,raso,366,#RelatedMatch
Q25288,es,peso,495,NoMatch
Q31004,es,547,276,NoMatch
Q33330,es,rombo,768,NoMatch
Q36241,es,pana,534,NoMatch
Q37159,es,batido,465,NoMatch
Q40397,es,tejido,649,NoMatch
Q40397,it,tessuto,649,NoMatch
Q40397,en,tissue,508,NoMatch
Q40609,en,aurora,53,NoMatch
Q47071,fr,brun,354,NoMatch
Q47089,fr,faille,201,NoMatch
Q47089,it,faglia,201,NoMatch
Q56000,en,naturalism,664,NoMatch
Q56000,it,naturalismo,664,NoMatch
Q59172,it,filatura,267,#ExactMatch
Q59172,en,spinning,267,#ExactMatch
Q93201,fr,tulipe,786,NoMatch
Q93352,fr,côte,405,NoMatch
Q93352,it,costa,405,NoMatch
Q104555,it,riga,797,NoMatch
Q133346,en,border,775 783,NoMatch
Q163446,es,alfombra,28,#ExactMatch
Q163446,fr,tapis,28,#ExactMatch
Q163446,it,tappeto,28,#ExactMatch
Q163446,en,carpet,28,#ExactMatch
Q170984,fr,couronne,755,#BroadMatch
Q170984,es,corona,755,#BroadMatch
Q170984,it,corona,755,#BroadMatch
Q170984,en,crown,755,#BroadMatch
Q180225,fr,corset,730,#ExactMatch
Q180225,es,corsé,730,#ExactMatch
Q180225,it,corsetto,730,#ExactMatch
Q180225,en,corset,730,#ExactMatch
Q183414,fr,carte perforée,842,#BroadMatch
Q183414,es,tarjeta perforada,622,#BroadMatch
Q183414,es,tarjeta perforada,842,#BroadMatch
Q183414,it,scheda perforata,622,#BroadMatch
Q183414,en,punched card,842,NoMatch
Q188725,es,ligadura,317,NoMatch
Q188725,it,legatura,317,NoMatch
Q189838,fr,bourgeon,780,NoMatch
Q194199,fr,dragon,774,NoMatch
Q194199,es,dragón,774,NoMatch
Q198373,fr,ciboire,782,NoMatch
Q210788,it,sfumato,338 476,NoMatch
Q230788,fr,bourse,735,NoMatch
Q240502,es,raqueta,441,NoMatch
Q307491,es,ave,751,NoMatch
Q320809,en,braid,230,NoMatch
Q331357,es,escudo,789,#BroadMatch
Q339805,en,ottoman,435,#BroadMatch
Q339805,fr,ottoman,435,#BroadMatch
Q339805,it,ottoman,435,NoMatch
Q372254,es,campo,444,NoMatch
Q385378,en,construction,410,NoMatch
Q389782,fr,carton,622,NoMatch
Q421719,en,reel,263,NoMatch
Q489636,en,batiste,67,NoMatch
Q498794,it,catena,387,NoMatch
Q517966,en,structure,410,NoMatch
Q533047,en,rose,785,NoMatch
Q538906,fr,chardon,765,#BroadMatch
Q538906,en,thistle,765,#BroadMatch
Q538906,es,cardo,765,#BroadMatch
Q548275,es,candelabro,794,#BroadMatch
Q548275,en,candelabra,794,#BroadMatch
Q548275,fr,candélabre,794,#BroadMatch
Q548275,it,candelabro,794,NoMatch
Q559045,it,stringa,264,NoMatch
Q572024,fr,antependium,714,#ExactMatch
Q662639,it,stella,762,#CloseMatch
Q662639,en,star,762,#CloseMatch
Q662639,es,estrella,762,NoMatch
Q721931,en,shed,396,NoMatch
Q738822,en,warp,387,#ExactMatch
Q738822,en,warp,392,#RelatedMatch
Q738822,es,urdimbre,387,#ExactMatch
Q738822,es,urdimbre,390,#RelatedMatch
Q738822,fr,fil de chaîne,279,#RelatedMatch
Q738822,it,ordito,387,NoMatch
Q750197,fr,grisaille,252,NoMatch
Q750197,en,grisaille,252,NoMatch
Q750197,es,grisalla,252,NoMatch
Q805079,fr,bande,836,#CloseMatch
Q852345,es,batido,465,NoMatch
Q876459,it,mantello,716 738,NoMatch
Q900183,fr,lame,429,NoMatch
Q914711,it,traliccio,152,NoMatch
Q929132,fr,feston,206,NoMatch
Q959831,fr,maille,427,NoMatch
Q1039416,fr,cadre,429,NoMatch
Q1039416,en,frame,783,NoMatch
Q1053956,en,bead,115,NoMatch
Q1058858,fr,chagrin,374,NoMatch
Q1114829,es,malla,427,NoMatch
Q1124951,fr,reps,556,NoMatch
Q1128004,it,passo,396,NoMatch
Q1136447,fr,carline,788,NoMatch
Q1136498,es,granadina,225,NoMatch
Q1136498,en,grenadine,225 249,NoMatch
Q1136498,it,granatina,225,NoMatch
Q1187930,en,bouquet,759,NoMatch
Q1251376,en,double,420,NoMatch
Q1271511,en,standard,720,NoMatch
Q1313396,it,titolo,166,NoMatch
Q1313396,fr,chapeau,721,NoMatch
Q1333350,es,portada,503,NoMatch
Q1353860,en,fringe,217,NoMatch
Q1415372,fr,chaîne,387,NoMatch
Q1415372,es,camino,477 519,NoMatch
Q1429223,it,laminato,302,NoMatch
Q1485097,it,pedale,648,NoMatch
Q1542411,en,pomegranate,761,#CloseMatch
Q1542411,fr,grenade,761,#CloseMatch
Q1542411,es,granada,761,#CloseMatch
Q1562096,fr,ferronnerie,510,NoMatch
Q1590639,es,armadura,318,NoMatch
Q1621080,fr,olive,518,NoMatch
Q1621080,it,oliva,518,NoMatch
Q1639165,en,hat,721,NoMatch
Q1660919,es,orla,783,NoMatch
Q1788454,es,cruce,413,NoMatch
Q1851710,en,structure,410,NoMatch
Q2067535,fr,dragon,774,NoMatch
Q2380327,en,waistcoat,727,#ExactMatch
Q2380327,es,chupa,727,NoMatch
Q2529255,en,float,60 871,NoMatch
Q2702291,en,double,420,NoMatch
Q2748498,en,batten,72,NoMatch
Q2862826,it,armatura,318,#ExactMatch
Q2862826,en,weave,318,#ExactMatch
Q2862826,fr,armure,318,#ExactMatch
Q2862826,es,ligamento,318,#ExactMatch
Q2871935,fr,aurore,52,#ExactMatch
Q2871935,es,aurora,52,#ExactMatch
Q2897292,en,drugget,174,NoMatch
Q2897292,it,droghetto,174,NoMatch
Q2912707,es,estandarte,720,#ExactMatch
Q2912707,fr,étendard,720,#ExactMatch
Q2912707,it,stendardo,720,#ExactMatch
Q2983013,fr,collerette,82,NoMatch
Q3045036,fr,lame,429,NoMatch
Q3093009,fr,dais,737 740,NoMatch
Q3248828,fr,vigne,793,NoMatch
Q3287337,fr,marabout,335,NoMatch
Q3294449,fr,marli,341,NoMatch
Q3356530,fr,ornement,18 861,NoMatch
Q3444710,fr,carton,622,NoMatch
Q3454686,fr,réduction,166,NoMatch
Q3500504,en,reed,359,#BroadMatch
Q3500504,it,pettine,359,#BroadMatch
Q3500504,fr,peigne,359,#BroadMatch
Q3514338,en,printing technique,198,NoMatch
Q3663882,en,dragon,774,NoMatch
Q3745573,it,fimbria,217,NoMatch
Q3914431,fr,saya,717,NoMatch
Q3968171,en,batten,72,NoMatch
Q3991930,it,titolo,166,NoMatch
Q4202277,es,aplicación,39,NoMatch
Q4242241,en,camlet,406,#BroadMatch
Q4242241,es,camelote,406,#BroadMatch
Q4492625,en,frame,783,NoMatch
Q4558786,en,loop,757,NoMatch
Q4727574,fr,garance,251,NoMatch
Q4856913,en,banner,720,NoMatch
Q4931276,en,board,622,NoMatch
Q5004679,fr,chemin,477 519,NoMatch
Q5004679,es,camino,477 519,NoMatch
Q5170148,en,core,29,NoMatch
Q5170150,en,core,29,NoMatch
Q5299640,en,double,420,NoMatch
Q5305470,fr,dragon,774,NoMatch
Q5375783,en,end,279 485,NoMatch
Q5375784,en,end,279 485,NoMatch
Q5459835,en,float,60 871,NoMatch
P163,en,flag,719,NoMatch
P163,fr,drapeau,719,NoMatch
Q5477883,en,frame,783,NoMatch
Q5607438,en,grenadine,225,#ExactMatch
Q5607438,en,grenadine,249,#RelatedMatch
Q6501052,it,paramento liturgico,731,#ExactMatch
Q6501052,es,vestidura litúrgica,701,NoMatch
Q7193850,en,pile,438,NoMatch
Q7193857,en,pile weave,379,NoMatch
Q7858456,en,twist,382 530,NoMatch
Q8069319,en,zephyr,272,NoMatch
Q10475001,es,seda,368,#BroadMatch
Q10475001,fr,soie,368,#BroadMatch
Q10475001,it,seta,368,#BroadMatch
Q10475001,en,silk,368,#BroadMatch
Q10817602,en,pineapple,753,#BroadMatch
Q10817602,fr,ananas,753,#BroadMatch
Q10817602,es,piña,753,#BroadMatch
Q10817602,it,ananas,753,#BroadMatch
Q11992695,en,flag,719,NoMatch
Q12016695,en,flush,60,NoMatch
Q12068953,en,star,762,NoMatch
Q13766456,en,lion,767,NoMatch
Q14290457,fr,damier,826,NoMatch
Q14915034,it,portata,503,NoMatch
Q16623784,en,roses,785,NoMatch
Q16623784,fr,rose,785,NoMatch
Q16665874,fr,métier à la tire,449,#BroadMatch
Q16665874,es,telar de tiro,449,#BroadMatch
Q16846061,fr,panne,534,NoMatch
Q17138781,en,twist,382 530,NoMatch
Q17310518,en,graph paper,856,NoMatch
Q17378201,es,cabo,485,NoMatch
Q18089021,en,pile,438,NoMatch
Q20019014,en,saya,717,NoMatch
P2048,it,altezza,66,NoMatch
Q24529780,es,punta,364,NoMatch
Q28975326,en,pelican,823,NoMatch
Q29045268,en,pekin,361,#ExactMatch
Q29045268,fr,pékin,361,NoMatch
Q29211909,fr,ciboire,782,NoMatch
Q29211910,fr,ciboire,782,NoMatch
Q29211915,fr,calice,790,NoMatch
Q29211918,fr,calice,790,NoMatch
Q29260793,fr,chrisme,792,NoMatch
Q29261459,fr,chrisme,792,NoMatch
Q29264426,fr,chrisme,792,NoMatch
Q29274558,fr,ange,773,NoMatch
Q29299711,fr,lion,767,NoMatch
Q43107351,es,teñido en pieza,454,NoMatch
Q47185760,en,border,775 783,NoMatch
Q50402369,en,crown,755,NoMatch
Q50402369,es,corona,755,NoMatch
Q53672929,en,ribbon,756,NoMatch
Q55353581,en,vase,754,NoMatch
Q55740961,it,cerro,217,NoMatch
Q55740966,it,cerro,217,NoMatch
Q56479259,it,filanda,262,NoMatch
Q59507148,en,border,775,#ExactMatch
Q59507148,en,border,783,#RelatedMatch
Q60693354,fr,parement d'autel,714,NoMatch
Q61750010,fr,vase,754,NoMatch
Q64224974,en,phoenix,839,#ExactMatch
Q64224974,fr,phénix,835,NoMatch
Q64224974,it,fenice,839,NoMatch
Q64355657,en,frock,715,NoMatch
Q64431056,es,arcada,403,NoMatch
Q66034614,es,tirador de lazos,464,#ExactMatch
Q66034614,fr,tireur de lacs,464,#ExactMatch
Q66034614,it,tiratore di lacci,464,NoMatch
Q81525074,en,fabric,649,NoMatch
Q90229952,fr,calice,790,NoMatch
Q90804117,fr,calice,790,NoMatch
Q90805116,fr,ciboire,782,NoMatch
Q90809052,fr,calice,790,NoMatch
Q90809161,fr,calice,790,NoMatch
Q90924333,fr,velours gaufré,460,NoMatch
Q92311493,fr,rouleau,363,NoMatch
Q161,en,fibre,209,#ExactMatch
Q161,fr,fibre,209,#ExactMatch
Q161,it,fibra,209,#ExactMatch
Q161,es,fibra,209,#ExactMatch
Q553,it,dente,419,NoMatch
Q553,fr,dent,419,NoMatch
Q553,es,diente,419,NoMatch
Q20634,es,vid,793,NoMatch
Q33640,es,445,276,NoMatch
Q39515,en,heddle,428,#ExactMatch
Q39515,it,liccio,324,#ExactMatch
Q82604,es,diseño,859,#ExactMatch
Q82604,en,design,859,#ExactMatch
Q134609,fr,artichaut,821,NoMatch
Q134609,en,artichoke,821,NoMatch
Q157662,es,cabo,485,NoMatch
Q173106,it,nodo,757,NoMatch
Q185674,es,campo,444,NoMatch
Q185674,it,campo,477 519,NoMatch
Q189791,it,diagonale,367,NoMatch
Q191022,it,sciarpa,724,#RelatedMatch
Q191709,en,chandelier,794,#BroadMatch
Q191851,fr,vase,754,#BroadMatch
Q191851,es,jarrón,754,#BroadMatch
Q191851,it,vaso,754,#BroadMatch
Q191851,en,vase,754,#BroadMatch
Q200674,fr,croix latine,779,#BroadMatch
Q200674,it,croce latina,779,#BroadMatch
Q200674,es,cruz latina,779,#BroadMatch
Q201097,es,cesta,787,#BroadMatch
Q201097,fr,panier,787,#BroadMatch
Q201097,en,basket,787,#BroadMatch
Q201714,fr,tunique,729,#BroadMatch
Q201714,es,túnica,729,#BroadMatch
Q201714,it,tunica,729,#BroadMatch
Q201714,en,tunic,729,#BroadMatch
Q210723,fr,calice,790,#BroadMatch
Q210723,es,cáliz,790,#BroadMatch
Q210723,it,calice,790,#BroadMatch
Q210723,en,chalice,790,#BroadMatch
Q218248,fr,grotesque,809,#BroadMatch
Q218248,es,grotesco,809,#BroadMatch
Q237893,fr,montage,431,NoMatch
Q242009,it,intreccio,410 413,NoMatch
Q328092,it,cornice,783,NoMatch
Q357186,fr,papier millimétré,856,NoMatch
Q368584,en,saya,717,NoMatch
Q370502,fr,application,39,NoMatch
Q377804,fr,armure,318,NoMatch
Q377804,es,armadura,318,NoMatch
Q377804,it,armatura,318,NoMatch
Q448030,es,batán,72,NoMatch
Q453762,en,spinning,267,NoMatch
Q483444,es,kimono,728,#BroadMatch
Q483444,fr,kimono,728,#BroadMatch
Q483444,en,kimono,728,NoMatch
Q512604,en,loop,757,NoMatch
Q516992,fr,cape,843,#ExactMatch
Q516992,es,manto,716,#ExactMatch
Q516992,it,mantello,716,NoMatch
Q598671,en,doublet,718,NoMatch
Q622821,es,cuenta,166,NoMatch
Q658310,en,frock,715,NoMatch
Q679529,it,armatura,318,NoMatch
Q690160,en,edge,775,NoMatch
Q728243,en,crossing,413,NoMatch
Q739589,fr,ornement,18 861,NoMatch
Q780486,en,byssus,830,#ExactMatch
Q780486,fr,byssus,830,#ExactMatch
Q781953,en,pill,226,NoMatch
Q783521,fr,titre,483,NoMatch
Q783521,it,titolo,166,NoMatch
Q783521,es,título,483,NoMatch
Q838070,en,strip,797,NoMatch
Q885039,fr,blonde,73,NoMatch
Q890478,fr,feuille,750,NoMatch
Q908430,en,crown,755,#BroadMatch
Q908430,es,corona,755,#BroadMatch
Q908430,it,corona,755,#BroadMatch
Q908430,fr,couronne,755,#BroadMatch
Q912142,fr,damas,168,#ExactMatch
Q912142,en,damask,168,#ExactMatch
Q912142,es,damasco,168,#ExactMatch
Q912142,it,damasco,168,#ExactMatch
Q917284,en,vine,793,NoMatch
Q926230,fr,effet,175,NoMatch
Q926230,en,effect,175,NoMatch
Q926230,es,efecto,175,NoMatch
Q926230,it,effetto,175,NoMatch
Q940913,fr,chenille,417,NoMatch
Q979962,fr,maille,427,NoMatch
Q990683,fr,broché,192,NoMatch
Q1051839,en,pashmina,724,NoMatch
Q1069298,es,470,178,NoMatch
Q1070358,en,ribbon,147 756,NoMatch
Q1188853,it,nodo,757,NoMatch
Q1201922,en,wreath,760,NoMatch
Q1366002,fr,chemin,477 519,NoMatch
Q1366187,it,portata,503,NoMatch
Q1376436,it,stringa,264,NoMatch
Q1391831,en,thread,268,#RelatedMatch
Q1391831,fr,fil,268,#RelatedMatch
Q1391831,fr,fil,696,#ExactMatch
Q1410477,fr,costume,699,NoMatch
Q1427141,fr,âme,29,NoMatch
Q1550781,it,corona,755,NoMatch
Q1567420,fr,chiffon,142,NoMatch
Q1742316,fr,natté,694,NoMatch
Q1752380,en,nuance,338 476,NoMatch
Q1782991,en,construction,410,NoMatch
Q1785388,it,mantello,716 738,NoMatch
Q1785388,es,manto,716 738,NoMatch
Q1785388,fr,manteau,716 738,NoMatch
Q2077710,en,face,27,NoMatch
Q2089634,en,phoenix,839,#BroadMatch
Q2089634,fr,phénix,835,NoMatch
Q2089634,it,fenice,839,#BroadMatch
Q2092297,en,eagle,771,#BroadMatch
Q2092297,es,águila,771,#BroadMatch
Q2092297,fr,aigle,771,#BroadMatch
Q2092297,it,aquila,771,#BroadMatch
Q2135859,en,lozenge twill,496,#ExactMatch
Q2135859,fr,losange,496,#ExactMatch
Q2135859,fr,losange,768,NoMatch
Q2135859,es,losange,496,#ExactMatch
Q2135859,it,diamantina,496,NoMatch
Q2147038,en,shaft,324,NoMatch
Q2183220,it,costa,405,NoMatch
Q2236563,fr,pas,396,NoMatch
Q2236563,it,passo,396,NoMatch
Q2283464,it,canestro,787,NoMatch
Q2283464,fr,panier,787,NoMatch
Q2283464,en,basket,787,NoMatch
Q2345087,en,fibroin,24,#ExactMatch
Q2345087,es,fibroína,24,NoMatch
Q2349299,en,tie,757,NoMatch
Q2438930,it,pelo,360 438,NoMatch
Q2726568,it,altezza,66,NoMatch
Q2827871,fr,aiguille,616,NoMatch
Q2933965,fr,calice,790,NoMatch
Q2933965,es,cáliz,790,NoMatch
Q2933965,it,calice,790,NoMatch
Q2995443,en,motif,742,NoMatch
Q3075310,fr,fond,223,NoMatch
Q3075310,it,fondo,221 223,NoMatch
Q3075310,es,fondo,221 223,NoMatch
Q3116435,fr,grenadine,225 249,NoMatch
Q3116435,es,granadina,225,#BroadMatch
Q3243230,fr,soie de mer,830,NoMatch
Q3306078,en,shot,119 436 465,NoMatch
Q3515476,fr,tapis,28,NoMatch
Q3515476,en,tapis,28,NoMatch
Q3663356,it,catena,387,NoMatch
Q3683460,it,colonia,149,NoMatch
Q3745851,en,flax,488,NoMatch
Q3747265,it,fondo,221 223,NoMatch
Q3816685,en,blonde lace,73,#ExactMatch
Q3816685,fr,blonde,73,#ExactMatch
Q3843248,it,maglia,427,NoMatch
Q3873422,it,navetta,311,NoMatch
Q3873422,en,shuttle,311,NoMatch
Q3873422,fr,navette,311,NoMatch
Q3935248,it,riduzione,166,NoMatch
Q3940795,it,rombo,768,NoMatch
Q4171386,it,anima,29,NoMatch
Q4171386,es,alma,29,NoMatch
Q4357882,en,double cloth,421,#ExactMatch
Q4357882,es,doble tela,421,#ExactMatch
Q5189298,en,crown,755,NoMatch
Q5189298,es,corona,755,NoMatch
Q5189298,it,corona,755,NoMatch
Q6070109,es,lirio,887,NoMatch
Q6481697,en,lamella,285,NoMatch
Q6997582,en,vine,793,NoMatch
Q7169371,fr,motif,742,NoMatch
Q7316656,es,arcada,403,NoMatch
Q7534724,en,sketch,861,NoMatch
Q7595945,es,campo,444,NoMatch
Q9053464,fr,costume,699,NoMatch
Q10623719,it,altezza,66,NoMatch
Q11173709,en,phoenix,839,NoMatch
Q12321255,fr,toile,236 862,NoMatch
Q12769393,en,end,279 485,NoMatch
Q14085739,fr,voile,710,NoMatch
Q16593391,it,quadro,429,NoMatch
Q16596565,it,riduzione,166,NoMatch
Q17504209,en,star,762,NoMatch
Q18206654,it,bava,478,NoMatch
Q20679890,en,flush,60,NoMatch
Q485027,fr,armure,318,NoMatch
Q485027,es,armadura,318,NoMatch
Q485027,it,armatura,318,NoMatch
Q25962599,en,stars,762,NoMatch
Q29120811,fr,calice,790,NoMatch
Q29125476,fr,ange,773,NoMatch
Q29128601,fr,ange,773,NoMatch
Q29211925,fr,calice,790,NoMatch
Q29242956,fr,lion,767,NoMatch
Q29260290,fr,chrisme,792,NoMatch
Q29261847,fr,chasuble,702,NoMatch
Q29310392,fr,ange,773,NoMatch
Q29514179,en,lace,791 364 180 ,NoMatch
Q29514179,es,cordón,623,#BroadMatch
Q29527561,es,boceto,861,#ExactMatch
Q29561475,en,cross twill,600,#ExactMatch
Q29639251,en,printed fabric,197,NoMatch
Q31834953,fr,drapeau,719,NoMatch
Q35010210,fr,peigne,359,NoMatch
Q39709980,en,board,622,NoMatch
Q41553020,en,design,816,NoMatch
Q41553020,fr,conception,859,NoMatch
Q42170649,fr,chapeau,721,NoMatch
Q43153155,en,pomegranate,761,NoMatch
Q47089651,en,flax,488,NoMatch
Q47089651,fr,lin,488,NoMatch
Q50316288,fr,peigne,359,NoMatch
Q50316288,it,pettine,359,NoMatch
Q52793492,en,pattern weft,470,#ExactMatch
Q52793492,fr,trame lancée,470,#ExactMatch
Q54810368,en,ground weave,221,#ExactMatch
Q54810368,fr,armure de fond,221,#ExactMatch
Q54935958,en,binding warp,391,#ExactMatch
Q54935958,fr,chaîne de liage,391,NoMatch
Q55239425,fr,bande,836,NoMatch
Q55353901,en,loom,450,NoMatch
Q55366661,en,quill,263 127,NoMatch
Q55368177,en,needle,616,NoMatch
Q55368177,es,aguja,616,NoMatch
Q55368177,fr,aiguille,616,NoMatch
Q55732412,es,pasada,436,NoMatch
Q55741165,it,vite,793,NoMatch
Q55741502,it,vite,793,NoMatch
Q55741634,it,cerro,217,NoMatch
Q55742199,it,cerro,217,NoMatch
Q55742247,it,cerro,217,NoMatch
Q56877283,fr,ciboire,782,NoMatch
Q57003787,fr,tordre,530,NoMatch
Q60646305,en,pall,713,NoMatch
Q60879587,it,pelo,360 438,NoMatch
Q64037025,fr,lampas,305,#ExactMatch
Q64037025,it,lampasso,305,#ExactMatch
Q64140922,fr,rose,785,#BroadMatch
Q64149073,fr,samit,293,#ExactMatch
Q64618487,es,colgadura,739,#BroadMatch
Q64618487,fr,tenture,739,#BroadMatch
Q65965557,en,broken twill,600,#ExactMatch
Q65972441,en,repeat,444,#ExactMatch
Q65972441,fr,rapport,444,#ExactMatch
Q74463210,fr,velouté,47,NoMatch
